packet_id,node_id,timestamp,reading,reading_delta,moving_std,battery,depth,pkt_size,label,priority
1501,4,626.98,29.575703,0.001216,0.059402,0.9874,74.96,50,normal,2
1861,5,628.512,28.558077,-0.27478,0.161994,0.9878,69.29,50,normal,2
2586,7,629.017,25.952244,-0.290204,0.222672,0.9876,13.26,50,normal,2
2225,6,629.347,27.44271,-0.251114,0.154128,0.9874,89.76,50,normal,2
423,1,629.39,29.754304,0.186679,0.112331,0.9878,7.38,50,normal,2
779,2,629.894,29.960948,0.040806,0.034584,0.9878,31.13,50,normal,2
6912,19,630.175,10.24055,0.094611,0.077098,0.9878,5.62,50,normal,2
2950,8,630.223,24.14816,-0.420231,0.23766,0.9872,45.08,50,normal,2
3309,9,630.317,22.380151,-0.393503,0.258426,0.9876,7.83,50,normal,2
4750,13,630.425,14.765237,-0.265647,0.186201,0.9874,23.89,50,normal,2
6553,18,630.972,10.041547,0.070445,0.056673,0.9878,81.9,50,normal,2
3669,10,632.167,20.442973,-0.316462,0.280094,0.9876,25.77,50,normal,2
1142,3,633.079,29.933277,0.004627,0.034391,0.9874,26.21,50,normal,2
63,0,634.288,28.915477,0.137908,0.144168,0.9874,65.75,50,normal,2
5474,15,634.359,11.887906,-0.117739,0.095691,0.9872,56.77,50,normal,2
4390,12,634.707,16.467291,-0.297597,0.235462,0.9878,7.52,50,normal,2
5113,14,636.165,13.052144,-0.266168,0.181001,0.9874,66.74,50,normal,2
6194,17,636.253,10.198281,-0.08407,0.108062,0.9874,60.98,50,normal,2
5834,16,636.336,10.71214,-0.19313,0.126191,0.9878,25.94,50,normal,2
4030,11,636.512,18.322307,-0.328432,0.24709,0.9872,53.01,50,normal,2
1502,4,637.536,29.354371,-0.155747,0.0837,0.9872,74.96,50,normal,2
1862,5,637.89,28.593177,-0.16086,0.163552,0.9876,69.29,50,normal,2
3310,9,637.939,22.271677,-0.33679,0.262494,0.9874,7.83,50,normal,2
424,1,638.752,29.647649,0.033285,0.083616,0.9876,7.38,50,normal,2
2587,7,639.566,25.943792,-0.172243,0.170909,0.9874,13.26,50,normal,2
780,2,639.873,29.948059,0.015709,0.03136,0.9876,31.13,50,normal,2
2951,8,640.072,24.171269,-0.271191,0.24769,0.987,45.08,50,normal,2
6554,18,640.425,9.950751,-0.003871,0.047466,0.9876,81.9,50,normal,2
2226,6,640.496,27.351585,-0.229142,0.156277,0.9872,89.76,50,normal,2
4751,13,640.601,14.498116,-0.367411,0.216349,0.9872,23.89,50,normal,2
6913,19,641.329,10.198024,0.017314,0.048086,0.9876,5.62,50,normal,2
3670,10,641.567,20.239046,-0.336246,0.258172,0.9874,25.77,50,normal,2
5475,15,643.666,11.736225,-0.188063,0.115245,0.987,56.77,50,normal,2
1143,3,643.863,29.870674,-0.047808,0.04173,0.9872,26.21,50,normal,2
64,0,644.388,28.996072,0.145617,0.14409,0.9872,65.75,50,normal,2
5835,16,644.723,10.740441,-0.096714,0.102669,0.9876,25.94,50,normal,2
4031,11,645.009,18.218574,-0.28007,0.231768,0.987,53.01,50,normal,2
5114,14,645.632,12.889028,-0.289004,0.18743,0.9872,66.74,50,normal,2
4391,12,645.89,16.179705,-0.393594,0.243791,0.9876,7.52,50,normal,2
781,2,647.449,30.035886,0.071833,0.038959,0.9874,31.13,50,normal,2
6195,17,647.482,10.275855,0.033644,0.050318,0.9872,60.98,50,normal,2
1503,4,648.022,29.280842,-0.172794,0.117321,0.987,74.96,50,normal,2
425,1,648.129,29.686562,0.037892,0.069884,0.9874,7.38,50,normal,2
2588,7,648.265,25.637313,-0.327548,0.191908,0.9872,13.26,50,normal,2
3311,9,648.304,22.083505,-0.339037,0.238121,0.9872,7.83,50,normal,2
1863,5,648.387,28.521507,-0.135389,0.123723,0.9874,69.29,50,normal,2
7350,11,648.78,18.441684,-0.26464,5.423173,0.9222,53.01,80,critical,0
7349,11,648.952,23.195614,3.258772,5.900526,0.9226,53.01,80,critical,0
2952,8,649.178,23.953519,-0.326199,0.248159,0.9868,45.08,50,normal,2
6914,19,651.558,10.185687,-0.013298,0.022142,0.9874,5.62,50,normal,2
6555,18,651.696,10.019515,0.050174,0.053511,0.9874,81.9,50,normal,2
2227,6,651.764,27.216154,-0.256279,0.181711,0.987,89.76,50,normal,2
3671,10,652.419,19.983585,-0.392715,0.254078,0.9872,25.77,50,normal,2
4752,13,652.449,14.426698,-0.303055,0.235293,0.987,23.89,50,normal,2
65,0,652.837,29.08732,0.14807,0.124576,0.987,65.75,50,normal,2
1144,3,653.265,29.928036,0.021603,0.025303,0.987,26.21,50,normal,2
5836,16,653.398,10.789214,-0.008053,0.069421,0.9874,25.94,50,normal,2
4032,11,654.128,18.017085,-0.312446,0.212124,0.9868,53.01,50,normal,2
5476,15,654.51,11.597084,-0.234065,0.14894,0.9868,56.77,50,normal,2
4392,12,654.686,16.107408,-0.318271,0.257358,0.9874,7.52,50,normal,2
5115,14,656.588,12.736191,-0.308172,0.214585,0.987,66.74,50,normal,2
1864,5,657.187,28.269517,-0.279924,0.171113,0.9872,69.29,50,normal,2
426,1,657.492,29.811266,0.110048,0.073512,0.9872,7.38,50,normal,2
3312,9,657.65,21.823194,-0.419411,0.279514,0.987,7.83,50,normal,2
2589,7,658.14,25.588651,-0.250007,0.190324,0.987,13.26,50,normal,2
782,2,658.185,29.983504,0.014219,0.03946,0.9872,31.13,50,normal,2
6196,17,658.817,10.09303,-0.108199,0.068427,0.987,60.98,50,normal,2
2953,8,659.002,23.670018,-0.415553,0.268641,0.9866,45.08,50,normal,2
1504,4,659.105,29.264725,-0.128434,0.121116,0.9868,74.96,50,normal,2
2228,6,660.607,27.027129,-0.310732,0.210267,0.9868,89.76,50,normal,2
5837,16,661.336,10.594486,-0.140436,0.082356,0.9872,25.94,50,normal,2
66,0,661.775,29.171688,0.141202,0.089379,0.9868,65.75,50,normal,2
3672,10,661.968,19.811522,-0.377944,0.257202,0.987,25.77,50,normal,2
6915,19,662.057,10.307803,0.086185,0.048399,0.9872,5.62,50,normal,2
4753,13,662.328,14.271781,-0.306015,0.236645,0.9868,23.89,50,normal,2
6556,18,662.568,10.001371,0.019378,0.05209,0.9872,81.9,50,normal,2
5477,15,663.839,11.486954,-0.236435,0.163373,0.9866,56.77,50,normal,2
1145,3,665.004,29.86926,-0.027389,0.028165,0.9868,26.21,50,normal,2
4033,11,665.292,17.868274,-0.304834,0.206133,0.9866,53.01,50,normal,2
4393,12,665.316,15.911076,-0.334494,0.238678,0.9872,7.52,50,normal,2
5116,14,665.694,12.63155,-0.272652,0.209516,0.9868,66.74,50,normal,2
3313,9,668.023,21.820472,-0.255328,0.228061,0.9868,7.83,50,normal,2
1865,5,668.046,28.239161,-0.197127,0.150586,0.987,69.29,50,normal,2
6197,17,668.121,10.098857,-0.067796,0.067738,0.9868,60.98,50,normal,2
783,2,668.252,30.025697,0.034878,0.034704,0.987,31.13,50,normal,2
2590,7,668.359,25.416762,-0.29099,0.209434,0.9868,13.26,50,normal,2
427,1,668.912,29.76547,0.03242,0.058438,0.987,7.38,50,normal,2
1505,4,669.011,29.289125,-0.063828,0.11548,0.9866,74.96,50,normal,2
2229,6,669.055,27.022191,-0.189763,0.169076,0.9866,89.76,50,normal,2
2954,8,670.673,23.58085,-0.323913,0.241938,0.9864,45.08,50,normal,2
67,0,670.855,29.288367,0.196582,0.13061,0.9866,65.75,50,normal,2
3673,10,671.145,19.637894,-0.38511,0.289011,0.9868,25.77,50,normal,2
5838,16,671.353,10.556391,-0.122143,0.088538,0.987,25.94,50,normal,2
5478,15,671.686,11.434525,-0.194014,0.165858,0.9864,56.77,50,normal,2
4754,13,671.924,14.140837,-0.279697,0.212243,0.9866,23.89,50,normal,2
6916,19,672.08,10.389037,0.124817,0.075615,0.987,5.62,50,normal,2
5117,14,674.204,12.593585,-0.186914,0.170091,0.9866,66.74,50,normal,2
1146,3,675.089,29.745166,-0.124116,0.067756,0.9866,26.21,50,normal,2
6557,18,675.248,9.991639,-0.009325,0.03033,0.987,81.9,50,normal,2
4034,11,675.326,17.63328,-0.378624,0.246201,0.9864,53.01,50,normal,2
4394,12,675.995,15.721021,-0.35628,0.252211,0.987,7.52,50,normal,2
1866,5,676.027,28.208924,-0.157533,0.158657,0.9868,69.29,50,normal,2
784,2,676.69,29.973022,-0.020211,0.032915,0.9868,31.13,50,normal,2
3314,9,677.432,21.607785,-0.313542,0.231153,0.9866,7.83,50,normal,2
1506,4,677.724,29.093139,-0.163301,0.087167,0.9864,74.96,50,normal,2
428,1,678.08,29.848633,0.096717,0.075104,0.9868,7.38,50,normal,2
2591,7,678.158,25.313145,-0.266787,0.216131,0.9866,13.26,50,normal,2
4755,13,679.533,13.941695,-0.31413,0.200028,0.9864,23.89,50,normal,2
6198,17,679.906,10.070664,-0.076674,0.077834,0.9866,60.98,50,normal,2
68,0,680.072,29.256206,0.096275,0.107726,0.9864,65.75,50,normal,2
2230,6,680.244,26.940568,-0.170957,0.15027,0.9864,89.76,50,normal,2
3674,10,680.245,19.614544,-0.242774,0.232742,0.9866,25.77,50,normal,2
5839,16,680.249,10.476015,-0.155294,0.116558,0.9868,25.94,50,normal,2
6917,19,680.873,10.460097,0.151967,0.106542,0.9868,5.62,50,normal,2
2955,8,681.179,23.450102,-0.31505,0.261797,0.9862,45.08,50,normal,2
5479,15,682.035,11.338501,-0.180157,0.137132,0.9862,56.77,50,normal,2
4395,12,683.88,15.611119,-0.294947,0.217567,0.9868,7.52,50,normal,2
1147,3,684.259,29.77749,-0.060635,0.066979,0.9864,26.21,50,normal,2
5118,14,685.365,12.447703,-0.211908,0.147342,0.9864,66.74,50,normal,2
3315,9,685.864,21.463174,-0.296452,0.211462,0.9864,7.83,50,normal,2
4035,11,686.274,17.499854,-0.347559,0.258315,0.9862,53.01,50,normal,2
1867,5,686.82,28.086344,-0.178746,0.14251,0.9866,69.29,50,normal,2
6558,18,686.992,10.03444,0.034896,0.028507,0.9868,81.9,50,normal,2
1507,4,687.141,29.147859,-0.067279,0.079574,0.9862,74.96,50,normal,2
785,2,687.484,29.933055,-0.057178,0.03729,0.9866,31.13,50,normal,2
429,1,687.528,29.88608,0.086478,0.069226,0.9866,7.38,50,normal,2
6199,17,688.579,10.036033,-0.078855,0.08345,0.9864,60.98,50,normal,2
5480,15,689.062,11.208047,-0.204976,0.132193,0.986,56.77,50,normal,2
2592,7,689.198,25.032579,-0.365111,0.216658,0.9864,13.26,50,normal,2
5840,16,689.258,10.460521,-0.114805,0.117912,0.9866,25.94,50,normal,2
3675,10,689.329,19.391569,-0.296254,0.199202,0.9864,25.77,50,normal,2
4756,13,690.512,13.828121,-0.293706,0.216566,0.9862,23.89,50,normal,2
69,0,690.885,29.279788,0.063114,0.076736,0.9862,65.75,50,normal,2
2231,6,691.087,26.767115,-0.227517,0.14531,0.9862,89.76,50,normal,2
6918,19,691.774,10.428404,0.074198,0.098472,0.9866,5.62,50,normal,2
7301,14,692.023,12.802861,-11.980968,8.258579,0.9264,66.74,80,high,1
2956,8,692.436,23.289698,-0.299139,0.222881,0.986,45.08,50,normal,2
5119,14,693.859,12.402446,-0.159849,0.122228,0.9862,66.74,50,normal,2
4396,12,693.943,15.461206,-0.30116,0.226473,0.9866,7.52,50,normal,2
1148,3,694.677,29.779539,-0.04036,0.068033,0.9862,26.21,50,normal,2
6559,18,695.338,10.07531,0.050855,0.029394,0.9866,81.9,50,normal,2
3316,9,695.471,21.236079,-0.354062,0.22323,0.9862,7.83,50,normal,2
1508,4,695.621,28.891838,-0.245499,0.142549,0.986,74.96,50,normal,2
4036,11,695.655,17.268325,-0.389039,0.264811,0.986,53.01,50,normal,2
1868,5,696.362,27.985522,-0.172371,0.106301,0.9864,69.29,50,normal,2
430,1,697.731,29.807355,-0.016406,0.040805,0.9864,7.38,50,normal,2
786,2,697.778,29.921102,-0.046174,0.03745,0.9864,31.13,50,normal,2
5481,15,698.314,11.208259,-0.126998,0.114182,0.9858,56.77,50,normal,2
3676,10,698.827,19.278838,-0.268035,0.189138,0.9862,25.77,50,normal,2
2593,7,698.829,24.996018,-0.273413,0.226439,0.9862,13.26,50,normal,2
6200,17,699.336,10.07662,0.00158,0.022064,0.9862,60.98,50,normal,2
2232,6,700.507,26.528333,-0.328734,0.189376,0.986,89.76,50,normal,2
4757,13,700.72,13.6339,-0.329367,0.225355,0.986,23.89,50,normal,2
70,0,701.113,29.468909,0.175917,0.09717,0.986,65.75,50,normal,2
5841,16,701.21,10.417313,-0.083632,0.064922,0.9864,25.94,50,normal,2
6919,19,701.626,10.507364,0.088823,0.067597,0.9864,5.62,50,normal,2
2957,8,702.201,23.063186,-0.347585,0.215943,0.9858,45.08,50,normal,2
4397,12,702.785,15.24715,-0.343164,0.225759,0.9864,7.52,50,normal,2
4037,11,703.583,17.182777,-0.307725,0.247888,0.9858,53.01,50,normal,2
3317,9,704.71,21.094413,-0.349971,0.258598,0.986,7.83,50,normal,2
1509,4,705.17,28.988299,-0.093753,0.13587,0.9858,74.96,50,normal,2
1149,3,705.328,29.588148,-0.163773,0.091709,0.986,26.21,50,normal,2
5120,14,705.545,12.198129,-0.256554,0.154385,0.986,66.74,50,normal,2
6560,18,705.653,10.018401,-0.005831,0.029435,0.9864,81.9,50,normal,2
1869,5,705.992,27.823979,-0.244807,0.152209,0.9862,69.29,50,normal,2
2594,7,707.911,24.933856,-0.204616,0.190436,0.986,13.26,50,normal,2
787,2,708.244,29.97689,0.010937,0.036967,0.9862,31.13,50,normal,2
5482,15,708.603,11.101503,-0.156664,0.115847,0.9856,56.77,50,normal,2
6201,17,709.135,10.062069,-0.00678,0.020431,0.986,60.98,50,normal,2
431,1,709.278,30.001648,0.139811,0.080702,0.9862,7.38,50,normal,2
71,0,709.505,29.461604,0.110629,0.093932,0.9858,65.75,50,normal,2
3677,10,710.138,19.066448,-0.331411,0.213826,0.986,25.77,50,normal,2
2233,6,711.357,26.463368,-0.280947,0.219922,0.9858,89.76,50,normal,2
4398,12,712.271,15.236994,-0.218504,0.192824,0.9862,7.52,50,normal,2
5842,16,712.393,10.385054,-0.074004,0.05828,0.9862,25.94,50,normal,2
4758,13,712.567,13.601515,-0.227699,0.199878,0.9858,23.89,50,normal,2
2958,8,712.999,22.834522,-0.409149,0.267731,0.9856,45.08,50,normal,2
6920,19,713.147,10.552091,0.084693,0.057419,0.9862,5.62,50,normal,2
4038,11,713.5,17.066277,-0.263826,0.207778,0.9856,53.01,50,normal,2
6561,18,714.73,10.08982,0.047898,0.036184,0.9862,81.9,50,normal,2
5121,14,715.067,12.152682,-0.206227,0.163238,0.9858,66.74,50,normal,2
3318,9,715.093,20.868233,-0.385704,0.262116,0.9858,7.83,50,normal,2
1870,5,715.277,27.816874,-0.167454,0.151396,0.986,69.29,50,normal,2
1510,4,716.37,28.849072,-0.14497,0.113996,0.9856,74.96,50,normal,2
1150,3,716.38,29.561972,-0.128491,0.095372,0.9858,26.21,50,normal,2
788,2,716.629,30.026288,0.060217,0.037159,0.986,31.13,50,normal,2
6202,17,716.862,10.02393,-0.029933,0.020403,0.9858,60.98,50,normal,2
2595,7,717.276,24.701635,-0.293812,0.196179,0.9858,13.26,50,normal,2
432,1,718.665,29.912844,0.021532,0.065628,0.986,7.38,50,normal,2
5483,15,719.239,10.975241,-0.191069,0.121539,0.9854,56.77,50,normal,2
72,0,719.765,29.54839,0.14541,0.114583,0.9856,65.75,50,normal,2
3678,10,720.444,18.832843,-0.404005,0.268556,0.9858,25.77,50,normal,2
2234,6,721.465,26.325938,-0.279127,0.220318,0.9856,89.76,50,normal,2
4759,13,722.367,13.392122,-0.287349,0.190568,0.9856,23.89,50,normal,2
6921,19,723.291,10.607149,0.096128,0.063811,0.986,5.62,50,normal,2
5843,16,723.507,10.169967,-0.211807,0.110651,0.986,25.94,50,normal,2
4399,12,723.527,15.080174,-0.247154,0.18662,0.986,7.52,50,normal,2
2959,8,723.645,22.695085,-0.371433,0.278834,0.9854,45.08,50,normal,2
4039,11,723.859,16.904151,-0.280125,0.199524,0.9854,53.01,50,normal,2
3319,9,724.696,20.764775,-0.32056,0.251182,0.9856,7.83,50,normal,2
6562,18,725.08,9.993458,-0.048828,0.035683,0.986,81.9,50,normal,2
1871,5,725.599,27.685017,-0.194531,0.140608,0.9858,69.29,50,normal,2
789,2,725.894,29.91332,-0.040811,0.04225,0.9858,31.13,50,normal,2
1511,4,725.959,28.85148,-0.09423,0.112959,0.9854,74.96,50,normal,2
1151,3,725.996,29.576729,-0.080046,0.099747,0.9856,26.21,50,normal,2
5122,14,726.688,11.977473,-0.258214,0.171892,0.9856,66.74,50,normal,2
6203,17,727.723,9.967291,-0.065898,0.037833,0.9856,60.98,50,normal,2
2596,7,727.832,24.510762,-0.324208,0.198823,0.9856,13.26,50,normal,2
73,0,728.528,29.489484,0.039849,0.090225,0.9854,65.75,50,normal,2
433,1,728.951,29.968215,0.052987,0.06748,0.9858,7.38,50,normal,2
3679,10,729.252,18.789014,-0.282728,0.237577,0.9856,25.77,50,normal,2
5484,15,729.849,10.970107,-0.122525,0.105415,0.9852,56.77,50,normal,2
2235,6,731.788,26.229918,-0.233016,0.184319,0.9854,89.76,50,normal,2
4400,12,732.711,14.82474,-0.345313,0.210957,0.9858,7.52,50,normal,2
4040,11,733.162,16.740743,-0.291712,0.190228,0.9852,53.01,50,normal,2
5844,16,733.202,10.334906,-0.018646,0.10055,0.9858,25.94,50,normal,2
4760,13,733.396,13.36788,-0.196827,0.169738,0.9854,23.89,50,normal,2
3320,9,733.597,20.701702,-0.231339,0.201943,0.9854,7.83,50,normal,2
1512,4,734.089,28.705914,-0.151407,0.090965,0.9852,74.96,50,normal,2
1872,5,734.604,27.565875,-0.209579,0.141634,0.9856,69.29,50,normal,2
2960,8,734.897,22.568767,-0.321484,0.258461,0.9852,45.08,50,normal,2
6922,19,735.073,10.66029,0.10923,0.08004,0.9858,5.62,50,normal,2
5123,14,735.356,11.945118,-0.190052,0.165345,0.9854,66.74,50,normal,2
2597,7,735.985,24.391647,-0.315136,0.233658,0.9854,13.26,50,normal,2
790,2,736.095,29.9926,0.02656,0.043016,0.9856,31.13,50,normal,2
6563,18,736.133,10.123526,0.063423,0.047576,0.9858,81.9,50,normal,2
6204,17,736.887,9.91013,-0.097878,0.061841,0.9854,60.98,50,normal,2
1152,3,737.991,29.656492,0.023916,0.080309,0.9854,26.21,50,normal,2
3680,10,738.492,18.565309,-0.341182,0.244891,0.9854,25.77,50,normal,2
74,0,739.05,29.622884,0.10463,0.060543,0.9852,65.75,50,normal,2
434,1,739.61,30.06858,0.116852,0.088061,0.9856,7.38,50,normal,2
5485,15,740.226,10.861845,-0.161546,0.11961,0.985,56.77,50,normal,2
1873,5,742.427,27.494035,-0.183121,0.131952,0.9854,69.29,50,normal,2
5845,16,742.63,10.321043,-0.004613,0.085176,0.9856,25.94,50,normal,2
4041,11,742.633,16.567227,-0.325008,0.220648,0.985,53.01,50,normal,2
3321,9,742.743,20.418988,-0.350634,0.220361,0.9852,7.83,50,normal,2
2236,6,743.083,26.036547,-0.280274,0.174587,0.9852,89.76,50,normal,2
4401,12,743.208,14.757654,-0.271688,0.204362,0.9856,7.52,50,normal,2
1513,4,744.28,28.659533,-0.151327,0.117054,0.985,74.96,50,normal,2
4761,13,744.35,13.237203,-0.209321,0.149727,0.9852,23.89,50,normal,2
6564,18,744.801,10.222385,0.132867,0.081358,0.9856,81.9,50,normal,2
6923,19,745.043,10.816332,0.187686,0.107013,0.9856,5.62,50,normal,2
791,2,745.079,29.919205,-0.046455,0.043417,0.9854,31.13,50,normal,2
2961,8,745.542,22.384789,-0.324481,0.230727,0.985,45.08,50,normal,2
5124,14,746.155,11.804415,-0.211149,0.143617,0.9852,66.74,50,normal,2
2598,7,747.015,24.222687,-0.32943,0.246603,0.9852,13.26,50,normal,2
6205,17,748.476,9.964175,-0.021344,0.052548,0.9852,60.98,50,normal,2
1153,3,748.598,29.432463,-0.130698,0.072942,0.9852,26.21,50,normal,2
75,0,749.301,29.673415,0.11426,0.079502,0.985,65.75,50,normal,2
435,1,749.433,29.940379,-0.037954,0.053889,0.9854,7.38,50,normal,2
3681,10,749.552,18.313713,-0.399753,0.255463,0.9852,25.77,50,normal,2
4042,11,751.174,16.400694,-0.335124,0.235921,0.9848,53.01,50,normal,2
3322,9,751.765,20.385037,-0.24271,0.192129,0.985,7.83,50,normal,2
5486,15,752.057,10.813277,-0.131117,0.100301,0.9848,56.77,50,normal,2
4762,13,753.428,12.973404,-0.341021,0.206675,0.985,23.89,50,normal,2
4402,12,753.608,14.471854,-0.402429,0.265313,0.9854,7.52,50,normal,2
1514,4,753.77,28.554134,-0.169892,0.11422,0.9848,74.96,50,normal,2
2962,8,753.789,22.197602,-0.338551,0.224889,0.9848,45.08,50,normal,2
1874,5,753.855,27.27765,-0.29024,0.181884,0.9852,69.29,50,normal,2
2237,6,753.929,25.882668,-0.30502,0.20629,0.985,89.76,50,normal,2
5846,16,754.114,10.168421,-0.107458,0.089675,0.9854,25.94,50,normal,2
6565,18,754.778,10.27009,0.130234,0.097954,0.9854,81.9,50,normal,2
6924,19,755.19,10.868457,0.167593,0.121641,0.9854,5.62,50,normal,2
792,2,755.508,29.92561,-0.029795,0.045557,0.9852,31.13,50,normal,2
5125,14,755.597,11.760526,-0.167516,0.138956,0.985,66.74,50,normal,2
2599,7,756.168,24.140589,-0.252875,0.200919,0.985,13.26,50,normal,2
436,1,758.053,29.952058,-0.016357,0.053244,0.9852,7.38,50,normal,2
76,0,758.621,29.708718,0.10014,0.080303,0.9848,65.75,50,normal,2
6206,17,758.717,10.030895,0.05161,0.044297,0.985,60.98,50,normal,2
1154,3,759.132,29.423834,-0.106464,0.089432,0.985,26.21,50,normal,2
4043,11,759.19,16.245484,-0.326176,0.234427,0.9846,53.01,50,normal,2
3682,10,760.59,18.190026,-0.348155,0.253802,0.985,25.77,50,normal,2
5487,15,761.089,10.740824,-0.131435,0.0906,0.9846,56.77,50,normal,2
1515,4,761.282,28.450825,-0.193552,0.136025,0.9846,74.96,50,normal,2
4763,13,762.239,12.927253,-0.25232,0.195002,0.9848,23.89,50,normal,2
3323,9,762.318,20.064141,-0.402787,0.251027,0.9848,7.83,50,normal,2
4403,12,762.741,14.437886,-0.276576,0.23796,0.9852,7.52,50,normal,2
7331,19,762.938,11.180204,-2.250313,1.137243,0.9286,5.62,80,high,1
1875,5,763.269,27.255438,-0.200165,0.166133,0.985,69.29,50,normal,2
2238,6,763.467,25.759047,-0.287776,0.210379,0.9848,89.76,50,normal,2
5847,16,763.611,10.110232,-0.110682,0.090135,0.9852,25.94,50,normal,2
7274,10,763.641,18.932949,-6.813859,4.068019,0.927,25.77,80,high,1
6925,19,764.279,10.865092,0.101628,0.108836,0.9852,5.62,50,normal,2
2963,8,764.462,22.067061,-0.3156,0.230694,0.9846,45.08,50,normal,2
6566,18,765.216,10.247905,0.076432,0.102125,0.9852,81.9,50,normal,2
793,2,765.684,29.844886,-0.074238,0.046874,0.985,31.13,50,normal,2
2600,7,765.838,23.914255,-0.321733,0.206165,0.9848,13.26,50,normal,2
5126,14,766.125,11.571008,-0.2407,0.145524,0.9848,66.74,50,normal,2
437,1,768.02,30.085123,0.082252,0.061272,0.985,7.38,50,normal,2
7221,2,768.572,31.378799,8.337379,5.508725,0.9266,31.13,80,high,1
1155,3,768.812,29.409292,-0.09047,0.098962,0.9848,26.21,50,normal,2
77,0,768.914,29.703701,0.064061,0.081048,0.9846,65.75,50,normal,2
4044,11,769.63,16.064437,-0.33928,0.236846,0.9844,53.01,50,normal,2
6207,17,770.23,9.997398,0.02342,0.040013,0.9848,60.98,50,normal,2
1516,4,771.735,28.336628,-0.204779,0.135143,0.9844,74.96,50,normal,2
5488,15,771.841,10.630327,-0.172949,0.11417,0.9844,56.77,50,normal,2
2239,6,772.073,25.650088,-0.261565,0.204664,0.9846,89.76,50,normal,2
3683,10,772.318,17.927584,-0.429546,0.298054,0.9848,25.77,50,normal,2
4764,13,772.414,12.773536,-0.282319,0.216004,0.9846,23.89,50,normal,2
5848,16,772.982,10.071379,-0.129817,0.108114,0.985,25.94,50,normal,2
4404,12,773.228,14.326547,-0.237189,0.193011,0.985,7.52,50,normal,2
3324,9,773.424,19.927168,-0.372239,0.274731,0.9846,7.83,50,normal,2
1876,5,774.522,27.079687,-0.25485,0.175156,0.9848,69.29,50,normal,2
794,2,774.857,29.839896,-0.064543,0.056835,0.9848,31.13,50,normal,2
6567,18,775.063,10.311592,0.076492,0.063007,0.985,81.9,50,normal,2
7354,18,775.596,14.805317,-0.936403,3.918677,0.9258,81.9,80,critical,0
7353,18,775.623,10.957585,-5.743057,4.151901,0.9262,81.9,80,critical,0
2964,8,775.643,21.887547,-0.333606,0.237993,0.9844,45.08,50,normal,2
6926,19,775.763,10.925379,0.098269,0.090282,0.985,5.62,50,normal,2
2601,7,775.987,23.814877,-0.281934,0.208568,0.9846,13.26,50,normal,2
5127,14,776.174,11.44772,-0.258038,0.175936,0.9846,66.74,50,normal,2
438,1,777.503,30.010237,-0.001038,0.058773,0.9848,7.38,50,normal,2
4045,11,778.58,15.989506,-0.263964,0.212411,0.9842,53.01,50,normal,2
1156,3,779.042,29.278199,-0.161857,0.121909,0.9846,26.21,50,normal,2
6208,17,779.69,10.020377,0.035782,0.043703,0.9846,60.98,50,normal,2
78,0,780.78,29.807988,0.104646,0.060579,0.9844,65.75,50,normal,2
2240,6,780.878,25.483674,-0.278731,0.189702,0.9844,89.76,50,normal,2
3684,10,781.032,17.777156,-0.377602,0.279018,0.9846,25.77,50,normal,2
1517,4,781.794,28.311155,-0.1513,0.131228,0.9842,74.96,50,normal,2
5489,15,782.931,10.611454,-0.120092,0.098399,0.9842,56.77,50,normal,2
4765,13,783.224,12.713489,-0.211488,0.183028,0.9844,23.89,50,normal,2
4405,12,783.372,14.160296,-0.270551,0.19627,0.9848,7.52,50,normal,2
5849,16,783.41,10.032254,-0.108412,0.100783,0.9848,25.94,50,normal,2
3325,9,783.681,19.720916,-0.382334,0.26751,0.9844,7.83,50,normal,2
795,2,783.785,29.660189,-0.177768,0.095851,0.9846,31.13,50,normal,2
1877,5,783.83,26.888356,-0.310677,0.203544,0.9846,69.29,50,normal,2
6568,18,784.65,10.286013,0.018416,0.030701,0.9848,81.9,50,normal,2
2965,8,784.676,21.672467,-0.369426,0.246071,0.9842,45.08,50,normal,2
6927,19,785.612,11.046823,0.142406,0.079142,0.9848,5.62,50,normal,2
5128,14,786.86,11.404969,-0.192759,0.160994,0.9844,66.74,50,normal,2
439,1,787.486,30.059354,0.049923,0.057065,0.9846,7.38,50,normal,2
2602,7,788.369,23.616734,-0.325094,0.219523,0.9844,13.26,50,normal,2
4046,11,788.476,15.765428,-0.327682,0.217604,0.984,53.01,50,normal,2
79,0,789.588,29.847726,0.099416,0.067248,0.9842,65.75,50,normal,2
1157,3,789.708,29.202209,-0.14699,0.092479,0.9844,26.21,50,normal,2
2241,6,790.033,25.362596,-0.265019,0.186433,0.9842,89.76,50,normal,2
5490,15,790.588,10.562862,-0.108887,0.091662,0.984,56.77,50,normal,2
6209,17,790.974,10.014685,0.009179,0.023341,0.9844,60.98,50,normal,2
3685,10,791.241,17.631876,-0.336195,0.252922,0.9844,25.77,50,normal,2
1518,4,791.451,28.201868,-0.169054,0.121061,0.984,74.96,50,normal,2
4766,13,791.698,12.522512,-0.259527,0.161142,0.9842,23.89,50,normal,2
3326,9,792.932,19.593671,-0.344515,0.276246,0.9842,7.83,50,normal,2
4406,12,793.457,14.036278,-0.250294,0.165781,0.9846,7.52,50,normal,2
1878,5,793.934,26.961668,-0.130892,0.154781,0.9844,69.29,50,normal,2
5850,16,794.014,10.111401,0.012663,0.045424,0.9846,25.94,50,normal,2
